DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,MOSTREL_CCITENSHIP,TYPE_RES_PERMIT_REASON,TYPE_RES_PERMIT,AGE,MARITAL_STATUS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_MOSTREL_CCITENSHIP,NOTE_TYPE_RES_PERMIT_REASON,NOTE_TYPE_RES_PERMIT,NOTE_AGE,NOTE_MARITAL_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,2,2021,1359911,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,2,2022,1405098,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,2,2023,1390416,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,2,2024,1318766,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,9,2015,37860,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,9,2016,37849,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,9,2017,37642,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,9,2018,37795,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,9,2019,36568,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,9,2020,35661,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,9,2021,34006,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,9,2022,34991,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,9,2023,36287,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,9,2024,33715,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,99,2015,3929916,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,99,2016,3931133,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,99,2017,3714137,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,99,2018,3714934,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,99,2019,3717406,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,99,2020,3615826,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,99,2021,3373876,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,99,2022,3561540,,,,,,,,,,,,,
