"ITTER107","Territory","SEXISTAT1","Gender","ETA1","Age class","CITTADINANZA","Citizenship","POSIZPROF","Professional status","CARATT_OCC","Temporary employees","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q1","Q1-2023",437.603,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q2","Q2-2023",444.833,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q3","Q3-2023",497.609,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q4","Q4-2023",457.708,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019","2019",145.863,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q1","Q1-2019",133.999,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q2","Q2-2019",149.569,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q4","Q4-2019",143.009,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q3","Q3-2019",156.873,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020","2020",128.37,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q2","Q2-2020",110.796,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q1","Q1-2020",145.17,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q3","Q3-2020",124.46,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q4","Q4-2020",133.052,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021","2021",134.311,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022","2022",140.351,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023","2023",134.047,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q1","Q1-2021",110.007,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q2","Q2-2021",127.783,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q3","Q3-2021",144.743,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q4","Q4-2021",154.71,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q1","Q1-2022",129.951,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q2","Q2-2022",139.42,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q3","Q3-2022",143.265,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q4","Q4-2022",148.767,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q1","Q1-2023",135.447,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q2","Q2-2023",124.302,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q3","Q3-2023",148.035,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q4","Q4-2023",128.403,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019","2019",122.978,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q1","Q1-2019",120.666,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q2","Q2-2019",123.612,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q4","Q4-2019",119.767,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q3","Q3-2019",127.869,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020","2020",97.558,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q2","Q2-2020",79.68,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q1","Q1-2020",112.586,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q3","Q3-2020",100.594,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q4","Q4-2020",97.372,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021","2021",109.888,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022","2022",119.614,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023","2023",112.144,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q1","Q1-2021",84.187,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q2","Q2-2021",110.244,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q3","Q3-2021",123.643,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q4","Q4-2021",121.477,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q1","Q1-2022",114.059,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q2","Q2-2022",126.608,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q3","Q3-2022",118.243,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q4","Q4-2022",119.545,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q1","Q1-2023",122.525,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q2","Q2-2023",105.012,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q3","Q3-2023",116.794,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q4","Q4-2023",104.244,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019","2019",125.048,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q1","Q1-2019",120.686,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q2","Q2-2019",117.65,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q4","Q4-2019",125.436,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q3","Q3-2019",136.42,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020","2020",109.766,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q2","Q2-2020",93.667,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q1","Q1-2020",130.101,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q3","Q3-2020",105.51,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q4","Q4-2020",109.786,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021","2021",120.749,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022","2022",136.097,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023","2023",123.814,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q1","Q1-2021",96.161,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q2","Q2-2021",121.486,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q3","Q3-2021",128.055,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q4","Q4-2021",137.295,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q1","Q1-2022",131.843,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q2","Q2-2022",131.525,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q3","Q3-2022",147.61,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q4","Q4-2022",133.411,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q1","Q1-2023",103.828,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q2","Q2-2023",115.507,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q3","Q3-2023",144.903,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q4","Q4-2023",131.017,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019","2019",120.071,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q1","Q1-2019",105.595,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q2","Q2-2019",123.804,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q4","Q4-2019",107.946,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q3","Q3-2019",142.937,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020","2020",103.485,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q2","Q2-2020",97.279,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q1","Q1-2020",111.61,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q3","Q3-2020",103.965,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q4","Q4-2020",101.086,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021","2021",100.116,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022","2022",111.627,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023","2023",123.623,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q1","Q1-2021",84.643,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q2","Q2-2021",88.071,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q3","Q3-2021",112.63,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q4","Q4-2021",115.118,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q1","Q1-2022",113.295,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q2","Q2-2022",103.803,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q3","Q3-2022",119.469,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q4","Q4-2022",109.941,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q1","Q1-2023",114.647,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q2","Q2-2023",125.152,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q3","Q3-2023",139.303,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q4","Q4-2023",115.389,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019","2019",769.184,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q1","Q1-2019",761.002,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q2","Q2-2019",770.194,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q4","Q4-2019",772.279,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q3","Q3-2019",773.261,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020","2020",706.192,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q2","Q2-2020",671.699,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q1","Q1-2020",705.578,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q3","Q3-2020",734.062,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q4","Q4-2020",713.43,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021","2021",705.832,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022","2022",713.307,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023","2023",714.481,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q1","Q1-2021",683.16,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q2","Q2-2021",673.606,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q3","Q3-2021",724.365,,
